"","Formula","modformula","In","Tl","La","Sr","Mn","Ni","Ru","Pd","Hf","Cs","Sc","Co","Si","Fe","Li","Cl","Yb","Te","N","Ti","Cd","Zr","Y","Ga","Cr","Pr","Tm","Br","Ca","Mg","Rb","Au","Nd","Ce","Ho","I","Ba","Se","Pb","Ge","Gd","Tb","Dy","Cu","Na","Sb","Bi","P","As","Sm","Zn","Al","Sn","Ag","Nb","Mo","V","S","K","Lu","O","Eu","Ta","B","Er","temperature(K)","seebeck_coefficient(μV/K)","electrical_conductivity(S/m)","thermal_conductivity(W/mK)","power_factor(W/mK2)","ZT","reference","sum_elements"
"2483","Cu26V2Ge5SbS32","Cu26V2Ge5SbS32","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.07575757575757576","0.0","0.0","0.0","0.3939393939393939","0.0","0.015151515151515152","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.030303030303030304","0.48484848484848486","0.0","0.0","0.0","0.0","0.0","0.0","0.0","309.0","40.0","334375.0","3.65","","","","1.0"
"2484","Cu26V2Ge5SbS32","Cu26V2Ge5SbS32","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.07575757575757576","0.0","0.0","0.0","0.3939393939393939","0.0","0.015151515151515152","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.030303030303030304","0.48484848484848486","0.0","0.0","0.0","0.0","0.0","0.0","0.0","400.0","55.0","260976.0","3.12","","","","1.0"
"2485","Cu26V2Ge5SbS32","Cu26V2Ge5SbS32","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.07575757575757576","0.0","0.0","0.0","0.3939393939393939","0.0","0.015151515151515152","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.030303030303030304","0.48484848484848486","0.0","0.0","0.0","0.0","0.0","0.0","0.0","497.0","71.0","201887.0","2.78","","","","1.0"
"2486","Cu26V2Ge5SbS32","Cu26V2Ge5SbS32","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.07575757575757576","0.0","0.0","0.0","0.3939393939393939","0.0","0.015151515151515152","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.030303030303030304","0.48484848484848486","0.0","0.0","0.0","0.0","0.0","0.0","0.0","594.0","89.0","155100.0","2.48","","","","1.0"
"2487","Cu26V2Ge5SbS32","Cu26V2Ge5SbS32","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.07575757575757576","0.0","0.0","0.0","0.3939393939393939","0.0","0.015151515151515152","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.030303030303030304","0.48484848484848486","0.0","0.0","0.0","0.0","0.0","0.0","0.0","674.0","105.0","125900.0","2.3","","","","1.0"
"2488","Cu26V2Ge6S32","Cu26V2Ge6S32","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.09090909090909091","0.0","0.0","0.0","0.3939393939393939","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.030303030303030304","0.48484848484848486","0.0","0.0","0.0","0.0","0.0","0.0","0.0","309.0","19.0","545000.0","5.31","","","","1.0"
"2489","Cu26V2Ge6S32","Cu26V2Ge6S32","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.09090909090909091","0.0","0.0","0.0","0.3939393939393939","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.030303030303030304","0.48484848484848486","0.0","0.0","0.0","0.0","0.0","0.0","0.0","400.0","33.0","389286.0","4.43","","","","1.0"
"2490","Cu26V2Ge6S32","Cu26V2Ge6S32","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.09090909090909091","0.0","0.0","0.0","0.3939393939393939","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.030303030303030304","0.48484848484848486","0.0","0.0","0.0","0.0","0.0","0.0","0.0","497.0","49.0","302778.0","3.87","","","","1.0"
"2491","Cu26V2Ge6S32","Cu26V2Ge6S32","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.09090909090909091","0.0","0.0","0.0","0.3939393939393939","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.030303030303030304","0.48484848484848486","0.0","0.0","0.0","0.0","0.0","0.0","0.0","594.0","66.0","232000.0","3.34","","","","1.0"
"2492","Cu26V2Ge6S32","Cu26V2Ge6S32","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.09090909090909091","0.0","0.0","0.0","0.3939393939393939","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.030303030303030304","0.48484848484848486","0.0","0.0","0.0","0.0","0.0","0.0","0.0","674.0","79.0","191500.0","3.01","","","","1.0"
"2493","Co0.95Ni0.05GeTe","Co0.95Ni0.05GeTe","0.0","0.0","0.0","0.0","0.0","0.016666666666666666","0.0","0.0","0.0","0.0","0.0","0.31666666666666665","0.0","0.0","0.0","0.0","0.0","0.3333333333333333","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.3333333333333333","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","327.0","-44.0","171693.0","6.25","","","","1.0"
"2494","Co0.95Ni0.05GeTe","Co0.95Ni0.05GeTe","0.0","0.0","0.0","0.0","0.0","0.016666666666666666","0.0","0.0","0.0","0.0","0.0","0.31666666666666665","0.0","0.0","0.0","0.0","0.0","0.3333333333333333","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.3333333333333333","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","394.0","-55.0","158995.0","5.65","","","","1.0"
"2495","Co0.95Ni0.05GeTe","Co0.95Ni0.05GeTe","0.0","0.0","0.0","0.0","0.0","0.016666666666666666","0.0","0.0","0.0","0.0","0.0","0.31666666666666665","0.0","0.0","0.0","0.0","0.0","0.3333333333333333","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.3333333333333333","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","478.0","-66.0","144444.0","5.25","","","","1.0"
"2496","Co0.95Ni0.05GeTe","Co0.95Ni0.05GeTe","0.0","0.0","0.0","0.0","0.0","0.016666666666666666","0.0","0.0","0.0","0.0","0.0","0.31666666666666665","0.0","0.0","0.0","0.0","0.0","0.3333333333333333","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.3333333333333333","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","551.0","-76.0","133862.0","4.97","","","","1.0"
"2497","Co0.95Ni0.05GeTe","Co0.95Ni0.05GeTe","0.0","0.0","0.0","0.0","0.0","0.016666666666666666","0.0","0.0","0.0","0.0","0.0","0.31666666666666665","0.0","0.0","0.0","0.0","0.0","0.3333333333333333","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.3333333333333333","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","626.0","-88.0","125397.0","4.91","","","","1.0"
"2498","Co0.95Ni0.05GeTe","Co0.95Ni0.05GeTe","0.0","0.0","0.0","0.0","0.0","0.016666666666666666","0.0","0.0","0.0","0.0","0.0","0.31666666666666665","0.0","0.0","0.0","0.0","0.0","0.3333333333333333","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.3333333333333333","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","701.0","-94.0","120899.0","4.89","","","","1.0"
"2499","Co0.95Ni0.05GeTe","Co0.95Ni0.05GeTe","0.0","0.0","0.0","0.0","0.0","0.016666666666666666","0.0","0.0","0.0","0.0","0.0","0.31666666666666665","0.0","0.0","0.0","0.0","0.0","0.3333333333333333","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.3333333333333333","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","776.0","-96.0","120370.0","5.04","","","","1.0"
"2500","Co0.95Ni0.05GeTe","Co0.95Ni0.05GeTe","0.0","0.0","0.0","0.0","0.0","0.016666666666666666","0.0","0.0","0.0","0.0","0.0","0.31666666666666665","0.0","0.0","0.0","0.0","0.0","0.3333333333333333","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.3333333333333333","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","825.0","-96.0","121693.0","5.23","","","","1.0"
"2501","Co0.97Ni0.03GeTe","Co0.97Ni0.03GeTe","0.0","0.0","0.0","0.0","0.0","0.01","0.0","0.0","0.0","0.0","0.0","0.3233333333333333","0.0","0.0","0.0","0.0","0.0","0.3333333333333333","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.3333333333333333","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","327.0","-81.0","90957.0","6.33","","","","1.0"
"2502","Co0.97Ni0.03GeTe","Co0.97Ni0.03GeTe","0.0","0.0","0.0","0.0","0.0","0.01","0.0","0.0","0.0","0.0","0.0","0.3233333333333333","0.0","0.0","0.0","0.0","0.0","0.3333333333333333","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.3333333333333333","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","394.0","-95.0","84574.0","5.84","","","","1.0"
"2503","Co0.97Ni0.03GeTe","Co0.97Ni0.03GeTe","0.0","0.0","0.0","0.0","0.0","0.01","0.0","0.0","0.0","0.0","0.0","0.3233333333333333","0.0","0.0","0.0","0.0","0.0","0.3333333333333333","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.3333333333333333","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","478.0","-109.0","76064.0","4.95","","","","1.0"
"2504","Co0.97Ni0.03GeTe","Co0.97Ni0.03GeTe","0.0","0.0","0.0","0.0","0.0","0.01","0.0","0.0","0.0","0.0","0.0","0.3233333333333333","0.0","0.0","0.0","0.0","0.0","0.3333333333333333","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.3333333333333333","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","551.0","-117.0","72074.0","4.49","","","","1.0"
"2505","Co0.97Ni0.03GeTe","Co0.97Ni0.03GeTe","0.0","0.0","0.0","0.0","0.0","0.01","0.0","0.0","0.0","0.0","0.0","0.3233333333333333","0.0","0.0","0.0","0.0","0.0","0.3333333333333333","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.3333333333333333","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","626.0","-118.0","71542.0","4.31","","","","1.0"
"2506","Co0.97Ni0.03GeTe","Co0.97Ni0.03GeTe","0.0","0.0","0.0","0.0","0.0","0.01","0.0","0.0","0.0","0.0","0.0","0.3233333333333333","0.0","0.0","0.0","0.0","0.0","0.3333333333333333","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.3333333333333333","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","701.0","-112.0","74468.0","4.3","","","","1.0"
"2507","Co0.97Ni0.03GeTe","Co0.97Ni0.03GeTe","0.0","0.0","0.0","0.0","0.0","0.01","0.0","0.0","0.0","0.0","0.0","0.3233333333333333","0.0","0.0","0.0","0.0","0.0","0.3333333333333333","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.3333333333333333","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","776.0","-104.0","80585.0","4.47","","","","1.0"
"2508","Co0.97Ni0.03GeTe","Co0.97Ni0.03GeTe","0.0","0.0","0.0","0.0","0.0","0.01","0.0","0.0","0.0","0.0","0.0","0.3233333333333333","0.0","0.0","0.0","0.0","0.0","0.3333333333333333","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.3333333333333333","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","825.0","-98.0","86436.0","4.68","","","","1.0"
"2509","Co0.99Ni0.01GeTe","Co0.99Ni0.01GeTe","0.0","0.0","0.0","0.0","0.0","0.0033333333333333335","0.0","0.0","0.0","0.0","0.0","0.33","0.0","0.0","0.0","0.0","0.0","0.3333333333333333","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.3333333333333333","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","327.0","-115.0","57181.0","6.95","","","","1.0"
"2510","Co0.99Ni0.01GeTe","Co0.99Ni0.01GeTe","0.0","0.0","0.0","0.0","0.0","0.0033333333333333335","0.0","0.0","0.0","0.0","0.0","0.33","0.0","0.0","0.0","0.0","0.0","0.3333333333333333","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.3333333333333333","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","394.0","-131.0","52128.0","6.11","","","","1.0"
"2511","Co0.99Ni0.01GeTe","Co0.99Ni0.01GeTe","0.0","0.0","0.0","0.0","0.0","0.0033333333333333335","0.0","0.0","0.0","0.0","0.0","0.33","0.0","0.0","0.0","0.0","0.0","0.3333333333333333","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.3333333333333333","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","478.0","-142.0","48138.0","5.11","","","","1.0"
"2512","Co0.99Ni0.01GeTe","Co0.99Ni0.01GeTe","0.0","0.0","0.0","0.0","0.0","0.0033333333333333335","0.0","0.0","0.0","0.0","0.0","0.33","0.0","0.0","0.0","0.0","0.0","0.3333333333333333","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.3333333333333333","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","551.0","-140.0","48404.0","4.76","","","","1.0"
"2513","Co0.99Ni0.01GeTe","Co0.99Ni0.01GeTe","0.0","0.0","0.0","0.0","0.0","0.0033333333333333335","0.0","0.0","0.0","0.0","0.0","0.33","0.0","0.0","0.0","0.0","0.0","0.3333333333333333","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.3333333333333333","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","626.0","-125.0","52926.0","4.6","","","","1.0"
"2514","Co0.99Ni0.01GeTe","Co0.99Ni0.01GeTe","0.0","0.0","0.0","0.0","0.0","0.0033333333333333335","0.0","0.0","0.0","0.0","0.0","0.33","0.0","0.0","0.0","0.0","0.0","0.3333333333333333","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.3333333333333333","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","701.0","-108.0","61170.0","4.66","","","","1.0"
"2515","Co0.99Ni0.01GeTe","Co0.99Ni0.01GeTe","0.0","0.0","0.0","0.0","0.0","0.0033333333333333335","0.0","0.0","0.0","0.0","0.0","0.33","0.0","0.0","0.0","0.0","0.0","0.3333333333333333","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.3333333333333333","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","776.0","-94.0","72340.0","4.84","","","","1.0"
"2516","Co0.99Ni0.01GeTe","Co0.99Ni0.01GeTe","0.0","0.0","0.0","0.0","0.0","0.0033333333333333335","0.0","0.0","0.0","0.0","0.0","0.33","0.0","0.0","0.0","0.0","0.0","0.3333333333333333","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.3333333333333333","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","825.0","-87.0","80319.0","5.05","","","","1.0"
"2517","CoGeTe","CoGeTe","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.3333333333333333","0.0","0.0","0.0","0.0","0.0","0.3333333333333333","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.3333333333333333","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","327.0","-176.0","5850.0","8.3","","","","1.0"
"2518","CoGeTe","CoGeTe","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.3333333333333333","0.0","0.0","0.0","0.0","0.0","0.3333333333333333","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.3333333333333333","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","394.0","-185.0","5320.0","7.34","","","","1.0"
"2519","CoGeTe","CoGeTe","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.3333333333333333","0.0","0.0","0.0","0.0","0.0","0.3333333333333333","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.3333333333333333","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","478.0","-171.0","6120.0","6.45","","","","1.0"
"2520","CoGeTe","CoGeTe","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.3333333333333333","0.0","0.0","0.0","0.0","0.0","0.3333333333333333","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.3333333333333333","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","551.0","-140.0","7181.0","5.97","","","","1.0"
"2521","CoGeTe","CoGeTe","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.3333333333333333","0.0","0.0","0.0","0.0","0.0","0.3333333333333333","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.3333333333333333","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","626.0","-111.0","9043.0","5.83","","","","1.0"
"2522","CoGeTe","CoGeTe","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.3333333333333333","0.0","0.0","0.0","0.0","0.0","0.3333333333333333","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.3333333333333333","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","701.0","-92.0","11702.0","5.89","","","","1.0"
