"","Formula","modformula","In","Tl","La","Sr","Mn","Ni","Ru","Pd","Hf","Cs","Sc","Co","Si","Fe","Li","Cl","Yb","Te","N","Ti","Cd","Zr","Y","Ga","Cr","Pr","Tm","Br","Ca","Mg","Rb","Au","Nd","Ce","Ho","I","Ba","Se","Pb","Ge","Gd","Tb","Dy","Cu","Na","Sb","Bi","P","As","Sm","Zn","Al","Sn","Ag","Nb","Mo","V","S","K","Lu","O","Eu","Ta","B","Er","temperature(K)","seebeck_coefficient(μV/K)","electrical_conductivity(S/m)","thermal_conductivity(W/mK)","power_factor(W/mK2)","ZT","reference","sum_elements"
"449","(PbTe)0.15(Ag2Te)0.85","PbTe0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","650.0","","-214.0","","","","","1.0"
"450","(PbTe)0.15(Ag2Te)0.85","PbTe0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","550.0","","-175.0","","","","","1.0"
"451","(PbTe)0.15(Ag2Te)0.85","PbTe0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","600.0","","-191.0","17800.0","0.49","0.00065","0.79","1.0"
"452","Ag2Te","Ag2Te","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.3333333333333333","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.6666666666666666","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","500.0","","-118.0","","","","","1.0"
"453","Ag2Te","Ag2Te","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.3333333333333333","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.6666666666666666","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","550.0","","-120.0","","","","","1.0"
"454","Ag2Te","Ag2Te","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.3333333333333333","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.6666666666666666","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","600.0","","-123.0","","","","","1.0"
"455","Ag2Te","Ag2Te","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.3333333333333333","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.6666666666666666","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","650.0","","-125.0","","","","","1.0"
"456","BiCuSeO","BiCuSeO","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.25","0.0","0.0","0.0","0.0","0.0","0.25","0.0","0.0","0.25","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.25","0.0","0.0","0.0","0.0","773.0","307.0","4575.0","0.48","0.00043","0.7","10.1039/c2ee21274a","1.0"
"457","Hf0.5Ti0.5CoSb0.8Sn0.2","Hf0.5Ti0.5CoSb0.8Sn0.2","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.16666666666666666","0.0","0.0","0.3333333333333333","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.16666666666666666","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.26666666666666666","0.0","0.0","0.0","0.0","0.0","0.0","0.06666666666666667","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","305.0","179.0","43000.0","2.53","0.00137","0.16","10.1039/c2ee21554c","0.9999999999999999"
"458","Hf0.5Ti0.5CoSb0.8Sn0.2","Hf0.5Ti0.5CoSb0.8Sn0.2","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.16666666666666666","0.0","0.0","0.3333333333333333","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.16666666666666666","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.26666666666666666","0.0","0.0","0.0","0.0","0.0","0.0","0.06666666666666667","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","377.0","194.0","42150.0","2.51","0.0016","0.24","10.1039/c2ee21554c","0.9999999999999999"
"459","Hf0.5Ti0.5CoSb0.8Sn0.2","Hf0.5Ti0.5CoSb0.8Sn0.2","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.16666666666666666","0.0","0.0","0.3333333333333333","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.16666666666666666","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.26666666666666666","0.0","0.0","0.0","0.0","0.0","0.0","0.06666666666666667","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","473.0","212.0","40000.0","2.51","0.00182","0.34","10.1039/c2ee21554c","0.9999999999999999"
"460","Hf0.5Ti0.5CoSb0.8Sn0.2","Hf0.5Ti0.5CoSb0.8Sn0.2","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.16666666666666666","0.0","0.0","0.3333333333333333","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.16666666666666666","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.26666666666666666","0.0","0.0","0.0","0.0","0.0","0.0","0.06666666666666667","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","575.0","226.0","39000.0","2.51","0.00199","0.45","10.1039/c2ee21554c","0.9999999999999999"
"461","Hf0.5Ti0.5CoSb0.8Sn0.2","Hf0.5Ti0.5CoSb0.8Sn0.2","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.16666666666666666","0.0","0.0","0.3333333333333333","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.16666666666666666","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.26666666666666666","0.0","0.0","0.0","0.0","0.0","0.0","0.06666666666666667","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","676.0","237.0","38160.0","2.47","0.00215","0.59","10.1039/c2ee21554c","0.9999999999999999"
"462","Hf0.5Ti0.5CoSb0.8Sn0.2","Hf0.5Ti0.5CoSb0.8Sn0.2","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.16666666666666666","0.0","0.0","0.3333333333333333","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.16666666666666666","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.26666666666666666","0.0","0.0","0.0","0.0","0.0","0.0","0.06666666666666667","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","779.0","239.0","37900.0","2.47","0.00217","0.69","10.1039/c2ee21554c","0.9999999999999999"
"463","Hf0.5Ti0.5CoSb0.8Sn0.2","Hf0.5Ti0.5CoSb0.8Sn0.2","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.16666666666666666","0.0","0.0","0.3333333333333333","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.16666666666666666","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.26666666666666666","0.0","0.0","0.0","0.0","0.0","0.0","0.06666666666666667","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","885.0","241.0","38900.0","2.49","0.00226","0.81","10.1039/c2ee21554c","0.9999999999999999"
"464","Hf0.5Ti0.5CoSb0.8Sn0.2","Hf0.5Ti0.5CoSb0.8Sn0.2","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.16666666666666666","0.0","0.0","0.3333333333333333","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.16666666666666666","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.26666666666666666","0.0","0.0","0.0","0.0","0.0","0.0","0.06666666666666667","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","989.0","233.0","41700.0","2.57","0.00226","0.87","10.1039/c2ee21554c","0.9999999999999999"
"465","Hf0.7Ti0.3CoSb0.8Sn0.2","Hf0.7Ti0.3CoSb0.8Sn0.2","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.2333333333333333","0.0","0.0","0.3333333333333333","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.09999999999999999","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.26666666666666666","0.0","0.0","0.0","0.0","0.0","0.0","0.06666666666666667","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","305.0","159.0","55450.0","2.78","0.0014","0.15","10.1039/c2ee21554c","0.9999999999999999"
"466","Hf0.7Ti0.3CoSb0.8Sn0.2","Hf0.7Ti0.3CoSb0.8Sn0.2","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.2333333333333333","0.0","0.0","0.3333333333333333","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.09999999999999999","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.26666666666666666","0.0","0.0","0.0","0.0","0.0","0.0","0.06666666666666667","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","377.0","175.0","52700.0","2.8","0.00161","0.22","10.1039/c2ee21554c","0.9999999999999999"
"467","Hf0.7Ti0.3CoSb0.8Sn0.2","Hf0.7Ti0.3CoSb0.8Sn0.2","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.2333333333333333","0.0","0.0","0.3333333333333333","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.09999999999999999","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.26666666666666666","0.0","0.0","0.0","0.0","0.0","0.0","0.06666666666666667","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","473.0","191.0","50600.0","2.81","0.00184","0.31","10.1039/c2ee21554c","0.9999999999999999"
"468","Hf0.7Ti0.3CoSb0.8Sn0.2","Hf0.7Ti0.3CoSb0.8Sn0.2","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.2333333333333333","0.0","0.0","0.3333333333333333","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.09999999999999999","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.26666666666666666","0.0","0.0","0.0","0.0","0.0","0.0","0.06666666666666667","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","575.0","206.0","48900.0","2.83","0.00206","0.42","10.1039/c2ee21554c","0.9999999999999999"
"469","Hf0.7Ti0.3CoSb0.8Sn0.2","Hf0.7Ti0.3CoSb0.8Sn0.2","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.2333333333333333","0.0","0.0","0.3333333333333333","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.09999999999999999","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.26666666666666666","0.0","0.0","0.0","0.0","0.0","0.0","0.06666666666666667","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","676.0","215.0","47800.0","2.84","0.00221","0.53","10.1039/c2ee21554c","0.9999999999999999"
"470","Hf0.7Ti0.3CoSb0.8Sn0.2","Hf0.7Ti0.3CoSb0.8Sn0.2","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.2333333333333333","0.0","0.0","0.3333333333333333","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.09999999999999999","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.26666666666666666","0.0","0.0","0.0","0.0","0.0","0.0","0.06666666666666667","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","779.0","222.0","46800.0","2.85","0.00229","0.63","10.1039/c2ee21554c","0.9999999999999999"
"471","Hf0.7Ti0.3CoSb0.8Sn0.2","Hf0.7Ti0.3CoSb0.8Sn0.2","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.2333333333333333","0.0","0.0","0.3333333333333333","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.09999999999999999","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.26666666666666666","0.0","0.0","0.0","0.0","0.0","0.0","0.06666666666666667","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","885.0","232.0","46300.0","2.86","0.00247","0.77","10.1039/c2ee21554c","0.9999999999999999"
"472","Hf0.7Ti0.3CoSb0.8Sn0.2","Hf0.7Ti0.3CoSb0.8Sn0.2","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.2333333333333333","0.0","0.0","0.3333333333333333","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.09999999999999999","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.26666666666666666","0.0","0.0","0.0","0.0","0.0","0.0","0.06666666666666667","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","989.0","230.0","47900.0","2.87","0.00251","0.87","10.1039/c2ee21554c","0.9999999999999999"
"473","Hf0.7Ti0.3CoSb0.8Sn0.2","Hf0.7Ti0.3CoSb0.8Sn0.2","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.2333333333333333","0.0","0.0","0.3333333333333333","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.09999999999999999","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.26666666666666666","0.0","0.0","0.0","0.0","0.0","0.0","0.06666666666666667","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1088.0","232.0","47600.0","2.9","0.00255","0.96","10.1039/c2ee21554c","0.9999999999999999"
"474","Hf0.8Ti0.2CoSb0.8Sn0.2","Hf0.8Ti0.2CoSb0.8Sn0.2","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.26666666666666666","0.0","0.0","0.3333333333333333","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.06666666666666667","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.26666666666666666","0.0","0.0","0.0","0.0","0.0","0.0","0.06666666666666667","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","305.0","158.0","61600.0","2.76","0.00153","0.17","10.1039/c2ee21554c","1.0"
"475","Hf0.8Ti0.2CoSb0.8Sn0.2","Hf0.8Ti0.2CoSb0.8Sn0.2","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.26666666666666666","0.0","0.0","0.3333333333333333","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.06666666666666667","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.26666666666666666","0.0","0.0","0.0","0.0","0.0","0.0","0.06666666666666667","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","377.0","175.0","58200.0","2.8","0.00178","0.24","10.1039/c2ee21554c","1.0"
"476","Hf0.8Ti0.2CoSb0.8Sn0.2","Hf0.8Ti0.2CoSb0.8Sn0.2","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.26666666666666666","0.0","0.0","0.3333333333333333","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.06666666666666667","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.26666666666666666","0.0","0.0","0.0","0.0","0.0","0.0","0.06666666666666667","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","480.0","193.0","54894.0","2.79","0.00204","0.35","10.1039/c2ee21554c","1.0"
"477","Hf0.8Ti0.2CoSb0.8Sn0.2","Hf0.8Ti0.2CoSb0.8Sn0.2","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.26666666666666666","0.0","0.0","0.3333333333333333","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.06666666666666667","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.26666666666666666","0.0","0.0","0.0","0.0","0.0","0.0","0.06666666666666667","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","580.0","205.0","52300.0","2.8","0.00219","0.45","10.1039/c2ee21554c","1.0"
"478","Hf0.8Ti0.2CoSb0.8Sn0.2","Hf0.8Ti0.2CoSb0.8Sn0.2","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.26666666666666666","0.0","0.0","0.3333333333333333","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.06666666666666667","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.26666666666666666","0.0","0.0","0.0","0.0","0.0","0.0","0.06666666666666667","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","682.0","217.0","50000.0","2.73","0.00235","0.59","10.1039/c2ee21554c","1.0"
"479","Hf0.8Ti0.2CoSb0.8Sn0.2","Hf0.8Ti0.2CoSb0.8Sn0.2","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.26666666666666666","0.0","0.0","0.3333333333333333","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.06666666666666667","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.26666666666666666","0.0","0.0","0.0","0.0","0.0","0.0","0.06666666666666667","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","784.0","225.0","48511.0","2.68","0.00246","0.72","10.1039/c2ee21554c","1.0"
"480","Hf0.8Ti0.2CoSb0.8Sn0.2","Hf0.8Ti0.2CoSb0.8Sn0.2","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.26666666666666666","0.0","0.0","0.3333333333333333","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.06666666666666667","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.26666666666666666","0.0","0.0","0.0","0.0","0.0","0.0","0.06666666666666667","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","885.0","229.0","47670.0","2.67","0.0025","0.83","10.1039/c2ee21554c","1.0"
"481","Hf0.8Ti0.2CoSb0.8Sn0.2","Hf0.8Ti0.2CoSb0.8Sn0.2","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.26666666666666666","0.0","0.0","0.3333333333333333","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.06666666666666667","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.26666666666666666","0.0","0.0","0.0","0.0","0.0","0.0","0.06666666666666667","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","987.0","227.0","48500.0","2.67","0.00249","0.92","10.1039/c2ee21554c","1.0"
"482","Hf0.8Ti0.2CoSb0.8Sn0.2","Hf0.8Ti0.2CoSb0.8Sn0.2","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.26666666666666666","0.0","0.0","0.3333333333333333","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.06666666666666667","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.26666666666666666","0.0","0.0","0.0","0.0","0.0","0.0","0.06666666666666667","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1088.0","228.0","49500.0","2.75","0.00257","1.01","10.1039/c2ee21554c","1.0"
"483","Hf0.9Ti0.1CoSb0.8Sn0.2","Hf0.9Ti0.1CoSb0.8Sn0.2","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.3","0.0","0.0","0.3333333333333333","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.03333333333333333","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.26666666666666666","0.0","0.0","0.0","0.0","0.0","0.0","0.06666666666666667","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","305.0","141.0","81000.0","3.45","0.00161","0.14","10.1039/c2ee21554c","1.0"
"484","Hf0.9Ti0.1CoSb0.8Sn0.2","Hf0.9Ti0.1CoSb0.8Sn0.2","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.3","0.0","0.0","0.3333333333333333","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.03333333333333333","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.26666666666666666","0.0","0.0","0.0","0.0","0.0","0.0","0.06666666666666667","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","377.0","158.0","74752.0","3.39","0.00187","0.21","10.1039/c2ee21554c","1.0"
