loss,mse,val_loss,val_mse
0.01417930796347811,0.01417930796347811,0.009053196494157116,0.009053196494157116
0.010193855187981942,0.010193855187981942,0.09980751772721609,0.09980751772721609
0.008681157442062335,0.008681157442062335,0.011937437299638986,0.011937437299638986
0.008072523427811467,0.008072523427811467,0.009406557275603215,0.009406557275603215
0.007912749041787397,0.007912749041787397,0.009916355678190788,0.009916355678190788
0.007615456183961892,0.007615456183961892,0.007834692175189653,0.007834692175189653
0.0075295936588545215,0.0075295936588545215,0.007387485758711895,0.007387485758711895
0.007531333329961083,0.007531333329961083,0.0075162520709758,0.0075162520709758
0.007632385953171652,0.007632385953171652,0.014290532004088164,0.014290532004088164
0.007467238960582447,0.007467238960582447,0.007265895667175452,0.007265895667175452
0.00729940605983217,0.00729940605983217,0.0071640743563572565,0.0071640743563572565
0.0072107569238573505,0.0072107569238573505,0.007170912763103843,0.007170912763103843
0.0073591350988185,0.0073591350988185,0.007057579125588139,0.007057579125588139
0.007254598418759257,0.007254598418759257,0.007085246336646378,0.007085246336646378
0.00725773315466309,0.00725773315466309,0.00699360539826254,0.00699360539826254
0.0071489116121714906,0.0071489116121714906,0.007043215880791346,0.007043215880791346
0.007248334888510911,0.007248334888510911,0.006929673231206834,0.006929673231206834
0.007215425378043141,0.007215425378043141,0.007026159980644782,0.007026159980644782
0.007183286856654716,0.007183286856654716,0.006740299247515698,0.006740299247515698
0.007140176864025198,0.007140176864025198,0.007221237989142537,0.007221237989142537
0.00724319045992284,0.00724319045992284,0.0071036906136820715,0.0071036906136820715
0.007100104711460486,0.007100104711460486,0.007000370719470084,0.007000370719470084
0.0070979267452997395,0.0070979267452997395,0.006709811518279215,0.006709811518279215
0.007282991341110003,0.007282991341110003,0.006767865503206849,0.006767865503206849
0.007124855524418339,0.007124855524418339,0.006885094731114805,0.006885094731114805
0.007156084895418104,0.007156084895418104,0.006882239746240278,0.006882239746240278
0.007250575648652295,0.007250575648652295,0.006741384998895228,0.006741384998895228
0.007138110602558669,0.007138110602558669,0.006765903260869285,0.006765903260869285
0.0070722771402038,0.0070722771402038,0.006949559971690178,0.006949559971690178
0.007002182989539105,0.007002182989539105,0.00671806801110506,0.00671806801110506
0.007150388585198355,0.007150388585198355,0.006620762256594996,0.006620762256594996
0.006972632799060794,0.006972632799060794,0.0068570499230797095,0.0068570499230797095
0.00710312274118917,0.00710312274118917,0.006789301025370757,0.006789301025370757
0.0070331465439097485,0.0070331465439097485,0.006712715164758265,0.006712715164758265
0.006983118518492428,0.006983118518492428,0.006631967052817345,0.006631967052817345
0.007043464357917339,0.007043464357917339,0.006770565873011947,0.006770565873011947
0.006998689845204353,0.006998689845204353,0.0069996098910147945,0.0069996098910147945
0.007266070318834509,0.007266070318834509,0.006666210720626017,0.006666210720626017
0.007092920398355415,0.007092920398355415,0.006822123851937552,0.006822123851937552
0.007290492639324422,0.007290492639324422,0.006538048440900942,0.006538048440900942
0.006968875952317553,0.006968875952317553,0.006708674024169644,0.006708674024169644
0.0070277738266020726,0.0070277738266020726,0.0065864083667596185,0.0065864083667596185
0.007014878684165493,0.007014878684165493,0.006734020441460113,0.006734020441460113
0.007050411635615184,0.007050411635615184,0.006533447497834762,0.006533447497834762
0.006996986260874418,0.006996986260874418,0.006634555089597901,0.006634555089597901
0.007112870513761448,0.007112870513761448,0.006559915336159368,0.006559915336159368
0.0070158843685067815,0.0070158843685067815,0.006592855307584008,0.006592855307584008
0.006992752308625791,0.006992752308625791,0.0067287713444481295,0.0067287713444481295
0.00693716900225855,0.00693716900225855,0.006748609826900065,0.006748609826900065
0.007037706896110232,0.007037706896110232,0.006853006663732231,0.006853006663732231
0.0070463425728445085,0.0070463425728445085,0.006570787293215593,0.006570787293215593
0.0068885621168824325,0.0068885621168824325,0.006714324528972308,0.006714324528972308
0.007015152731259211,0.007015152731259211,0.006729775403315822,0.006729775403315822
0.007006906616201593,0.007006906616201593,0.006655027546609442,0.006655027546609442
