Unnamed: 0,Formula,modformula,In,Tl,La,Sr,Mn,Ni,Ru,Pd,Hf,Cs,Sc,Co,Si,Fe,Li,Cl,Yb,Te,N,Ti,Cd,Zr,Y,Ga,Cr,Pr,Tm,Br,Ca,Mg,Rb,Au,Nd,Ce,Ho,I,Ba,Se,Pb,Ge,Gd,Tb,Dy,Cu,Na,Sb,Bi,P,As,Sm,Zn,Al,Sn,Ag,Nb,Mo,V,S,K,Lu,O,Eu,Ta,B,Er,temperature(K),seebeck_coefficient(μV/K),electrical_conductivity(S/m),thermal_conductivity(W/mK),power_factor(W/mK2),ZT,reference,sum_elements
570,Ca5Ga1.9Zn0.1Sb6,Ca5Ga1.9Zn0.1Sb6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.146153846153846,0,0,0,0,0.384615384615385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.461538461538462,0,0,0,0,0.0076923076923076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,724,,151,24400,0.00056,0.37,10.1039/c3ta00844d,1
571,Ca5Ga1.9Zn0.1Sb6,Ca5Ga1.9Zn0.1Sb6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.146153846153846,0,0,0,0,0.384615384615385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.461538461538462,0,0,0,0,0.0076923076923076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,773,,153,23180,0.00054,0.39,10.1039/c3ta00844d,1
572,Ca5Ga2Sb6,Ca5Ga2Sb6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.153846153846154,0,0,0,0,0.384615384615385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.461538461538462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,624,,113,1466,0.00002,0.01,10.1039/c3ta00844d,1
573,Ca5Ga2Sb6,Ca5Ga2Sb6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.153846153846154,0,0,0,0,0.384615384615385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.461538461538462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,525,,275,863,0.00007,0.04,10.1039/c3ta00844d,1
574,Ca5Ga2Sb6,Ca5Ga2Sb6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.153846153846154,0,0,0,0,0.384615384615385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.461538461538462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,425,,417,640,0.00011,0.04,10.1039/c3ta00844d,1
575,Bi0.985Na0.015CuSeO,Bi0.985Na0.015CuSeO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0.25,0.00375,0,0.24625,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,300,254,12500,0.81,0.0008,0.3,10.1039/c3ta14532h,1
576,Bi0.985Na0.015CuSeO,Bi0.985Na0.015CuSeO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0.25,0.00375,0,0.24625,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,923,318,4700,0.5,0.00048,0.91,10.1039/c3ta14532h,1
577,In4Pb0.01Sn0.03Se2.9Cl0.02,In4Pb0.01Sn0.03Se2.9Cl0.02,0.574712643678161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0028735632183908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.416666666666667,0.0014367816091954,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0043103448275862,0,0,0,0,0,0,0,0,0,0,0,0,323,,-205,7453,0.00031,0.11,10.1039/c4dt03432e,1
578,In4Pb0.01Sn0.03Se2.9Cl0.02,In4Pb0.01Sn0.03Se2.9Cl0.02,0.574712643678161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0028735632183908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.416666666666667,0.0014367816091954,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0043103448275862,0,0,0,0,0,0,0,0,0,0,0,0,373,,-224,8330,0.00042,0.19,10.1039/c4dt03432e,1
579,In4Pb0.01Sn0.03Se2.9Cl0.02,In4Pb0.01Sn0.03Se2.9Cl0.02,0.574712643678161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0028735632183908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.416666666666667,0.0014367816091954,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0043103448275862,0,0,0,0,0,0,0,0,0,0,0,0,473,,-229,13900,0.00073,0.47,10.1039/c4dt03432e,1
580,In4Pb0.01Sn0.03Se2.9Cl0.02,In4Pb0.01Sn0.03Se2.9Cl0.02,0.574712643678161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0028735632183908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.416666666666667,0.0014367816091954,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0043103448275862,0,0,0,0,0,0,0,0,0,0,0,0,523,,-231,16660,0.00089,0.68,10.1039/c4dt03432e,1
581,In4Pb0.01Sn0.03Se2.9Cl0.02,In4Pb0.01Sn0.03Se2.9Cl0.02,0.574712643678161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0028735632183908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.416666666666667,0.0014367816091954,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0043103448275862,0,0,0,0,0,0,0,0,0,0,0,0,623,,-260,14800,0.001,1.05,10.1039/c4dt03432e,1
582,In4Pb0.01Sn0.03Se2.9Cl0.02,In4Pb0.01Sn0.03Se2.9Cl0.02,0.574712643678161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0028735632183908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.416666666666667,0.0014367816091954,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0043103448275862,0,0,0,0,0,0,0,0,0,0,0,0,673,,-262,13760,0.00095,1.12,10.1039/c4dt03432e,1
583,In4Pb0.01Sn0.03Se2.9Cl0.02,In4Pb0.01Sn0.03Se2.9Cl0.02,0.574712643678161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0028735632183908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.416666666666667,0.0014367816091954,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0043103448275862,0,0,0,0,0,0,0,0,0,0,0,0,723,,-260,13830,0.00094,1.2,10.1039/c4dt03432e,1
584,In4Pb0.01Sn0.03Se2.9Cl0.04,In4Pb0.01Sn0.03Se2.9Cl0.04,0.573065902578797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0057306590257879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.415472779369628,0.0014326647564469,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0042979942693409,0,0,0,0,0,0,0,0,0,0,0,0,323,,-198,6700,0.00026,0.09,10.1039/c4dt03432e,1
585,In4Pb0.01Sn0.03Se2.9Cl0.04,In4Pb0.01Sn0.03Se2.9Cl0.04,0.573065902578797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0057306590257879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.415472779369628,0.0014326647564469,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0042979942693409,0,0,0,0,0,0,0,0,0,0,0,0,623,,-259,14183,0.00096,1.02,10.1039/c4dt03432e,1
586,In4Pb0.01Sn0.03Se2.9Cl0.04,In4Pb0.01Sn0.03Se2.9Cl0.04,0.573065902578797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0057306590257879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.415472779369628,0.0014326647564469,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0042979942693409,0,0,0,0,0,0,0,0,0,0,0,0,673,,-262,13762,0.00094,1.14,10.1039/c4dt03432e,1
587,In4Pb0.01Sn0.03Se2.9Cl0.04,In4Pb0.01Sn0.03Se2.9Cl0.04,0.573065902578797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0057306590257879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.415472779369628,0.0014326647564469,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0042979942693409,0,0,0,0,0,0,0,0,0,0,0,0,723,,-258,14150,0.00094,1.25,10.1039/c4dt03432e,1
588,In4Pb0.01Sn0.03Se2.9Cl0.06,In4Pb0.01Sn0.03Se2.9Cl0.06,0.571428571428572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0085714285714285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.414285714285714,0.0014285714285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0042857142857142,0,0,0,0,0,0,0,0,0,0,0,0,323,,-199,3050,0.00012,0.04,10.1039/c4dt03432e,1
589,In4Pb0.01Sn0.03Se2.9Cl0.06,In4Pb0.01Sn0.03Se2.9Cl0.06,0.571428571428572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0085714285714285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.414285714285714,0.0014285714285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0042857142857142,0,0,0,0,0,0,0,0,0,0,0,0,373,,219,3820,0.00018,0.08,10.1039/c4dt03432e,1
590,In4Pb0.01Sn0.03Se2.9Cl0.06,In4Pb0.01Sn0.03Se2.9Cl0.06,0.571428571428572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0085714285714285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.414285714285714,0.0014285714285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0042857142857142,0,0,0,0,0,0,0,0,0,0,0,0,423,,-231,5225,0.00028,0.16,10.1039/c4dt03432e,1
591,In4Pb0.01Sn0.03Se2.9Cl0.06,In4Pb0.01Sn0.03Se2.9Cl0.06,0.571428571428572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0085714285714285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.414285714285714,0.0014285714285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0042857142857142,0,0,0,0,0,0,0,0,0,0,0,0,523,,-233,8910,0.00048,0.39,10.1039/c4dt03432e,1
592,In4Pb0.01Sn0.03Se2.9Cl0.06,In4Pb0.01Sn0.03Se2.9Cl0.06,0.571428571428572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0085714285714285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.414285714285714,0.0014285714285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0042857142857142,0,0,0,0,0,0,0,0,0,0,0,0,473,,-222,7700,0.00038,0.52,10.1039/c4dt03432e,1
593,In4Pb0.01Sn0.03Se2.9Cl0.06,In4Pb0.01Sn0.03Se2.9Cl0.06,0.571428571428572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0085714285714285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.414285714285714,0.0014285714285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0042857142857142,0,0,0,0,0,0,0,0,0,0,0,0,573,,-247,10100,0.00061,0.57,10.1039/c4dt03432e,1
594,In4Pb0.01Sn0.03Se2.9Cl0.06,In4Pb0.01Sn0.03Se2.9Cl0.06,0.571428571428572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0085714285714285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.414285714285714,0.0014285714285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0042857142857142,0,0,0,0,0,0,0,0,0,0,0,0,623,,-250,10335,0.00064,0.72,10.1039/c4dt03432e,1
595,In4Pb0.01Sn0.03Se2.9Cl0.06,In4Pb0.01Sn0.03Se2.9Cl0.06,0.571428571428572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0085714285714285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.414285714285714,0.0014285714285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0042857142857142,0,0,0,0,0,0,0,0,0,0,0,0,673,,-261,10400,0.00073,0.89,10.1039/c4dt03432e,1
596,In4Pb0.01Sn0.03Se2.9Cl0.06,In4Pb0.01Sn0.03Se2.9Cl0.06,0.571428571428572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0085714285714285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.414285714285714,0.0014285714285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0042857142857142,0,0,0,0,0,0,0,0,0,0,0,0,723,,-255,10988,0.00071,0.96,10.1039/c4dt03432e,1
597,BiCu0.90SeO,BiCu0.90SeO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.256410256410256,0,0,0,0,0,0.230769230769231,0,0,0.256410256410256,0,0,0,0,0,0,0,0,0,0,0,0,0,0.256410256410256,0,0,0,0,323,166,43,1.19,0,0,https://doi.org/10.1021/ja2091195,1
598,BiCu0.90SeO,BiCu0.90SeO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.256410256410256,0,0,0,0,0,0.230769230769231,0,0,0.256410256410256,0,0,0,0,0,0,0,0,0,0,0,0,0,0.256410256410256,0,0,0,0,523,189,44,0.91,0,0,https://doi.org/10.1021/ja2091195,1
599,BiCu0.90SeO,BiCu0.90SeO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.256410256410256,0,0,0,0,0,0.230769230769231,0,0,0.256410256410256,0,0,0,0,0,0,0,0,0,0,0,0,0,0.256410256410256,0,0,0,0,723,223,80,0.71,0,0,https://doi.org/10.1021/ja2091195,1
600,BiCu0.90SeO,BiCu0.90SeO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.256410256410256,0,0,0,0,0,0.230769230769231,0,0,0.256410256410256,0,0,0,0,0,0,0,0,0,0,0,0,0,0.256410256410256,0,0,0,0,923,283,163,0.65,0.00001,0.02,https://doi.org/10.1021/ja2091195,1
601,BiCu0.925SeO,BiCu0.925SeO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.254777070063694,0,0,0,0,0,0.235668789808917,0,0,0.254777070063694,0,0,0,0,0,0,0,0,0,0,0,0,0,0.254777070063694,0,0,0,0,323,242,2788,1.4,0.00016,0.04,https://doi.org/10.1021/ja2091195,1
602,BiCu0.925SeO,BiCu0.925SeO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.254777070063694,0,0,0,0,0,0.235668789808917,0,0,0.254777070063694,0,0,0,0,0,0,0,0,0,0,0,0,0,0.254777070063694,0,0,0,0,523,270,1760,1.1,0.00013,0.06,https://doi.org/10.1021/ja2091195,1
603,BiCu0.925SeO,BiCu0.925SeO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.254777070063694,0,0,0,0,0,0.235668789808917,0,0,0.254777070063694,0,0,0,0,0,0,0,0,0,0,0,0,0,0.254777070063694,0,0,0,0,723,292,1907,0.93,0.00016,0.13,https://doi.org/10.1021/ja2091195,1
604,BiCu0.925SeO,BiCu0.925SeO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.254777070063694,0,0,0,0,0,0.235668789808917,0,0,0.254777070063694,0,0,0,0,0,0,0,0,0,0,0,0,0,0.254777070063694,0,0,0,0,923,304,2550,0.87,0.00024,0.26,https://doi.org/10.1021/ja2091195,1
605,BiCu0.975SeO,BiCu0.975SeO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.251572327044025,0,0,0,0,0,0.245283018867925,0,0,0.251572327044025,0,0,0,0,0,0,0,0,0,0,0,0,0,0.251572327044025,0,0,0,0,323,168,2330,0.79,0.00007,0.03,https://doi.org/10.1021/ja2091195,1
606,BiCu0.975SeO,BiCu0.975SeO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.251572327044025,0,0,0,0,0,0.245283018867925,0,0,0.251572327044025,0,0,0,0,0,0,0,0,0,0,0,0,0,0.251572327044025,0,0,0,0,523,204,1852,0.57,0.00008,0.08,https://doi.org/10.1021/ja2091195,1
607,BiCu0.975SeO,BiCu0.975SeO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.251572327044025,0,0,0,0,0,0.245283018867925,0,0,0.251572327044025,0,0,0,0,0,0,0,0,0,0,0,0,0,0.251572327044025,0,0,0,0,723,242,3625,0.46,0.00021,0.33,https://doi.org/10.1021/ja2091195,1
608,BiCu0.975SeO,BiCu0.975SeO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.251572327044025,0,0,0,0,0,0.245283018867925,0,0,0.251572327044025,0,0,0,0,0,0,0,0,0,0,0,0,0,0.251572327044025,0,0,0,0,923,279,5220,0.48,0.00041,0.79,https://doi.org/10.1021/ja2091195,1
609,BiCuSeO,BiCuSeO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0.25,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,323,354,114,0.61,0.00001,0.01,https://doi.org/10.1021/ja2091195,1
610,BiCuSeO,BiCuSeO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0.25,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,523,387,191,0.5,0.00003,0.03,https://doi.org/10.1021/ja2091195,1
611,BiCuSeO,BiCuSeO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0.25,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,723,408,535,0.45,0.00009,0.14,https://doi.org/10.1021/ja2091195,1
612,BiCuSeO,BiCuSeO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0.25,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,923,419,1383,0.42,0.00024,0.53,https://doi.org/10.1021/ja2091195,1
613,FeNb0.80Ti0.20Sb,FeNb0.80Ti0.20Sb,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0,0,0,0,0,0.0666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0,0,0,0,0,0,0,0,0.266666666666667,0,0,0,0,0,0,0,0,0,0,300,72,460000,7.5,0.00238,0.1,10.1039/c4ee03042g,1
614,FeNb0.80Ti0.20Sb,FeNb0.80Ti0.20Sb,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0,0,0,0,0,0.0666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0,0,0,0,0,0,0,0,0.266666666666667,0,0,0,0,0,0,0,0,0,0,500,111,270000,5.9,0.00333,0.28,10.1039/c4ee03042g,1
615,FeNb0.80Ti0.20Sb,FeNb0.80Ti0.20Sb,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0,0,0,0,0,0.0666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0,0,0,0,0,0,0,0,0.266666666666667,0,0,0,0,0,0,0,0,0,0,700,150,165000,5.3,0.00371,0.49,10.1039/c4ee03042g,1
616,FeNb0.80Ti0.20Sb,FeNb0.80Ti0.20Sb,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0,0,0,0,0,0.0666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0,0,0,0,0,0,0,0,0.266666666666667,0,0,0,0,0,0,0,0,0,0,900,180,125000,4.7,0.00405,0.78,10.1039/c4ee03042g,1
617,FeNb0.88Ti0.12Sb,FeNb0.88Ti0.12Sb,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0,0,0,0,0,0,0,0,0.293333333333333,0,0,0,0,0,0,0,0,0,0,300,103,430000,11.3,0.00456,0.12,10.1039/c4ee03042g,1
618,FeNb0.88Ti0.12Sb,FeNb0.88Ti0.12Sb,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0,0,0,0,0,0,0,0,0.293333333333333,0,0,0,0,0,0,0,0,0,0,500,140,250000,8.24,0.0049,0.3,10.1039/c4ee03042g,1
619,FeNb0.88Ti0.12Sb,FeNb0.88Ti0.12Sb,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0,0,0,0,0,0,0,0,0.293333333333333,0,0,0,0,0,0,0,0,0,0,700,182,130000,6.5,0.00431,0.46,10.1039/c4ee03042g,1
620,FeNb0.88Ti0.12Sb,FeNb0.88Ti0.12Sb,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0,0,0,0,0,0,0,0,0.293333333333333,0,0,0,0,0,0,0,0,0,0,900,214,90000,5.5,0.00412,0.67,10.1039/c4ee03042g,1
621,FeNb0.92Ti0.08Sb,FeNb0.92Ti0.08Sb,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0,0,0,0,0,0.0266666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0,0,0,0,0,0,0,0,0.306666666666667,0,0,0,0,0,0,0,0,0,0,300,120,400000,13,0.00576,0.13,10.1039/c4ee03042g,1
622,FeNb0.92Ti0.08Sb,FeNb0.92Ti0.08Sb,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0,0,0,0,0,0.0266666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0,0,0,0,0,0,0,0,0.306666666666667,0,0,0,0,0,0,0,0,0,0,500,168,200000,9.4,0.00564,0.3,10.1039/c4ee03042g,1
623,FeNb0.92Ti0.08Sb,FeNb0.92Ti0.08Sb,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0,0,0,0,0,0.0266666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0,0,0,0,0,0,0,0,0.306666666666667,0,0,0,0,0,0,0,0,0,0,700,207,110000,7.4,0.00471,0.45,10.1039/c4ee03042g,1
624,FeNb0.92Ti0.08Sb,FeNb0.92Ti0.08Sb,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0,0,0,0,0,0.0266666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0,0,0,0,0,0,0,0,0.306666666666667,0,0,0,0,0,0,0,0,0,0,900,240,79000,6.3,0.00455,0.65,10.1039/c4ee03042g,1
625,FeNb0.96Ti0.04Sb,FeNb0.96Ti0.04Sb,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0,0,0,0,0,0.0133333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0,0,0,0,0,0,0,0,0.32,0,0,0,0,0,0,0,0,0,0,300,153,160000,15,0.00375,0.07,10.1039/c4ee03042g,1
626,FeNb0.96Ti0.04Sb,FeNb0.96Ti0.04Sb,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0,0,0,0,0,0.0133333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0,0,0,0,0,0,0,0,0.32,0,0,0,0,0,0,0,0,0,0,500,206,113000,10.31,0.0048,0.23,10.1039/c4ee03042g,1
627,FeNb0.96Ti0.04Sb,FeNb0.96Ti0.04Sb,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0,0,0,0,0,0.0133333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0,0,0,0,0,0,0,0,0.32,0,0,0,0,0,0,0,0,0,0,700,255,66000,8,0.00429,0.38,10.1039/c4ee03042g,1
628,FeNb0.96Ti0.04Sb,FeNb0.96Ti0.04Sb,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0,0,0,0,0,0.0133333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0,0,0,0,0,0,0,0,0.32,0,0,0,0,0,0,0,0,0,0,900,284,42000,6.43,0.00339,0.47,10.1039/c4ee03042g,1
629,AgSn15.0BiTe17.0,AgSn15.0BiTe17.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0294117647058823,0,0,0,0,0,0.441176470588235,0.0294117647058823,0,0,0,0,0,0,0,0,0,0,0,300,66,204810,2.6,0.00089,0.1,10.1039/c4ta05530f,1
